County_Name,FIPS_County,date,Business_Type,Action,order_group,order_code,Current_order_status,Effective_date,Date_Signed,Citation
Butte County,7,8/5/2020 0:00,Restaurants,Open with social distancing/reduced seating/enhanced sanitation,Open with limitations,3,In effect,7/13/2020,7/13/2020,"Cal. Health Order (July 13, 2020)"
Butte County,7,8/6/2020 0:00,Restaurants,Open with social distancing/reduced seating/enhanced sanitation,Open with limitations,3,In effect,7/13/2020,7/13/2020,"Cal. Health Order (July 13, 2020)"
Butte County,7,8/7/2020 0:00,Restaurants,Open with social distancing/reduced seating/enhanced sanitation,Open with limitations,3,In effect,7/13/2020,7/13/2020,"Cal. Health Order (July 13, 2020)"
Butte County,7,8/8/2020 0:00,Restaurants,Open with social distancing/reduced seating/enhanced sanitation,Open with limitations,3,In effect,7/13/2020,7/13/2020,"Cal. Health Order (July 13, 2020)"
Butte County,7,8/9/2020 0:00,Restaurants,Open with social distancing/reduced seating/enhanced sanitation,Open with limitations,3,In effect,7/13/2020,7/13/2020,"Cal. Health Order (July 13, 2020)"
Butte County,7,8/10/2020 0:00,Restaurants,Open with social distancing/reduced seating/enhanced sanitation,Open with limitations,3,In effect,7/13/2020,7/13/2020,"Cal. Health Order (July 13, 2020)"
Butte County,7,8/11/2020 0:00,Restaurants,Open with social distancing/reduced seating/enhanced sanitation,Open with limitations,3,In effect,7/13/2020,7/13/2020,"Cal. Health Order (July 13, 2020)"
Butte County,7,8/12/2020 0:00,Restaurants,Open with social distancing/reduced seating/enhanced sanitation,Open with limitations,3,In effect,7/13/2020,7/13/2020,"Cal. Health Order (July 13, 2020)"
Butte County,7,8/13/2020 0:00,Restaurants,Open with social distancing/reduced seating/enhanced sanitation,Open with limitations,3,In effect,7/13/2020,7/13/2020,"Cal. Health Order (July 13, 2020)"
Butte County,7,8/14/2020 0:00,Restaurants,Open with social distancing/reduced seating/enhanced sanitation,Open with limitations,3,In effect,7/13/2020,7/13/2020,"Cal. Health Order (July 13, 2020)"
Butte County,7,8/15/2020 0:00,Restaurants,Open with social distancing/reduced seating/enhanced sanitation,Open with limitations,3,In effect,7/13/2020,7/13/2020,"Cal. Health Order (July 13, 2020)"
Butte County,7,8/16/2020 0:00,Restaurants,Open with social distancing/reduced seating/enhanced sanitation,Open with limitations,3,In effect,7/13/2020,7/13/2020,"Cal. Health Order (July 13, 2020)"
Butte County,7,8/17/2020 0:00,Restaurants,Open with social distancing/reduced seating/enhanced sanitation,Open with limitations,3,In effect,7/13/2020,7/13/2020,"Cal. Health Order (July 13, 2020)"
Butte County,7,8/18/2020 0:00,Restaurants,Open with social distancing/reduced seating/enhanced sanitation,Open with limitations,3,In effect,7/13/2020,7/13/2020,"Cal. Health Order (July 13, 2020)"
Butte County,7,8/19/2020 0:00,Restaurants,Open with social distancing/reduced seating/enhanced sanitation,Open with limitations,3,In effect,7/13/2020,7/13/2020,"Cal. Health Order (July 13, 2020)"
Butte County,7,8/20/2020 0:00,Restaurants,Open with social distancing/reduced seating/enhanced sanitation,Open with limitations,3,In effect,7/13/2020,7/13/2020,"Cal. Health Order (July 13, 2020)"
Butte County,7,8/21/2020 0:00,Restaurants,Open with social distancing/reduced seating/enhanced sanitation,Open with limitations,3,In effect,7/13/2020,7/13/2020,"Cal. Health Order (July 13, 2020)"
Butte County,7,8/22/2020 0:00,Restaurants,Open with social distancing/reduced seating/enhanced sanitation,Open with limitations,3,In effect,7/13/2020,7/13/2020,"Cal. Health Order (July 13, 2020)"
Butte County,7,8/23/2020 0:00,Restaurants,Open with social distancing/reduced seating/enhanced sanitation,Open with limitations,3,In effect,7/13/2020,7/13/2020,"Cal. Health Order (July 13, 2020)"
Butte County,7,8/24/2020 0:00,Restaurants,Open with social distancing/reduced seating/enhanced sanitation,Open with limitations,3,In effect,7/13/2020,7/13/2020,"Cal. Health Order (July 13, 2020)"
Butte County,7,8/25/2020 0:00,Restaurants,Open with social distancing/reduced seating/enhanced sanitation,Open with limitations,3,In effect,7/13/2020,7/13/2020,"Cal. Health Order (July 13, 2020)"
Butte County,7,8/26/2020 0:00,Restaurants,Open with social distancing/reduced seating/enhanced sanitation,Open with limitations,3,In effect,7/13/2020,7/13/2020,"Cal. Health Order (July 13, 2020)"
Butte County,7,8/27/2020 0:00,Restaurants,Open with social distancing/reduced seating/enhanced sanitation,Open with limitations,3,In effect,7/13/2020,7/13/2020,"Cal. Health Order (July 13, 2020)"
Butte County,7,8/28/2020 0:00,Restaurants,Open with social distancing/reduced seating/enhanced sanitation,Open with limitations,3,In effect,7/13/2020,7/13/2020,"Cal. Health Order (July 13, 2020)"
Butte County,7,8/29/2020 0:00,Restaurants,Open with social distancing/reduced seating/enhanced sanitation,Open with limitations,3,In effect,7/13/2020,7/13/2020,"Cal. Health Order (July 13, 2020)"
Butte County,7,8/30/2020 0:00,Restaurants,Open with social distancing/reduced seating/enhanced sanitation,Open with limitations,3,In effect,7/13/2020,7/13/2020,"Cal. Health Order (July 13, 2020)"
Butte County,7,8/31/2020 0:00,Restaurants,Open with social distancing/reduced seating/enhanced sanitation,Open with limitations,3,In effect,8/31/2020,8/31/2020,"Cal. County Tier Assessment (Aug. 31, 2020)"
Butte County,7,9/1/2020 0:00,Restaurants,Open with social distancing/reduced seating/enhanced sanitation,Open with limitations,3,In effect,8/31/2020,8/31/2020,"Cal. County Tier Assessment (Aug. 31, 2020)"
Butte County,7,9/2/2020 0:00,Restaurants,Open with social distancing/reduced seating/enhanced sanitation,Open with limitations,3,In effect,8/31/2020,8/31/2020,"Cal. County Tier Assessment (Aug. 31, 2020)"
Butte County,7,9/3/2020 0:00,Restaurants,Open with social distancing/reduced seating/enhanced sanitation,Open with limitations,3,In effect,8/31/2020,8/31/2020,"Cal. County Tier Assessment (Aug. 31, 2020)"
Butte County,7,9/4/2020 0:00,Restaurants,Open with social distancing/reduced seating/enhanced sanitation,Open with limitations,3,In effect,8/31/2020,8/31/2020,"Cal. County Tier Assessment (Aug. 31, 2020)"
Butte County,7,9/5/2020 0:00,Restaurants,Open with social distancing/reduced seating/enhanced sanitation,Open with limitations,3,In effect,8/31/2020,8/31/2020,"Cal. County Tier Assessment (Aug. 31, 2020)"
Butte County,7,9/6/2020 0:00,Restaurants,Open with social distancing/reduced seating/enhanced sanitation,Open with limitations,3,In effect,8/31/2020,8/31/2020,"Cal. County Tier Assessment (Aug. 31, 2020)"
Butte County,7,9/7/2020 0:00,Restaurants,Open with social distancing/reduced seating/enhanced sanitation,Open with limitations,3,In effect,8/31/2020,8/31/2020,"Cal. County Tier Assessment (Aug. 31, 2020)"
Butte County,7,9/8/2020 0:00,Restaurants,Open with social distancing/reduced seating/enhanced sanitation,Open with limitations,3,In effect,9/8/2020,9/8/2020,"Cal. County Tier Assessment (Sept. 8, 2020)"
Butte County,7,9/9/2020 0:00,Restaurants,Open with social distancing/reduced seating/enhanced sanitation,Open with limitations,3,In effect,9/8/2020,9/8/2020,"Cal. County Tier Assessment (Sept. 8, 2020)"
Butte County,7,9/10/2020 0:00,Restaurants,Open with social distancing/reduced seating/enhanced sanitation,Open with limitations,3,In effect,9/8/2020,9/8/2020,"Cal. County Tier Assessment (Sept. 8, 2020)"
Butte County,7,9/11/2020 0:00,Restaurants,Open with social distancing/reduced seating/enhanced sanitation,Open with limitations,3,In effect,9/8/2020,9/8/2020,"Cal. County Tier Assessment (Sept. 8, 2020)"
Butte County,7,9/12/2020 0:00,Restaurants,Open with social distancing/reduced seating/enhanced sanitation,Open with limitations,3,In effect,9/8/2020,9/8/2020,"Cal. County Tier Assessment (Sept. 8, 2020)"
Butte County,7,9/13/2020 0:00,Restaurants,Open with social distancing/reduced seating/enhanced sanitation,Open with limitations,3,In effect,9/8/2020,9/8/2020,"Cal. County Tier Assessment (Sept. 8, 2020)"
Butte County,7,9/14/2020 0:00,Restaurants,Open with social distancing/reduced seating/enhanced sanitation,Open with limitations,3,In effect,9/8/2020,9/8/2020,"Cal. County Tier Assessment (Sept. 8, 2020)"
Butte County,7,9/15/2020 0:00,Restaurants,Open with social distancing/reduced seating/enhanced sanitation,Open with limitations,3,In effect,9/15/2020,9/15/2020,"Cal. County Tier Assessment (Sept. 21, 2020)"
Butte County,7,9/16/2020 0:00,Restaurants,Open with social distancing/reduced seating/enhanced sanitation,Open with limitations,3,In effect,9/15/2020,9/15/2020,"Cal. County Tier Assessment (Sept. 21, 2020)"
Butte County,7,9/17/2020 0:00,Restaurants,Open with social distancing/reduced seating/enhanced sanitation,Open with limitations,3,In effect,9/15/2020,9/15/2020,"Cal. County Tier Assessment (Sept. 21, 2020)"
Butte County,7,9/18/2020 0:00,Restaurants,Open with social distancing/reduced seating/enhanced sanitation,Open with limitations,3,In effect,9/15/2020,9/15/2020,"Cal. County Tier Assessment (Sept. 21, 2020)"
Butte County,7,9/19/2020 0:00,Restaurants,Open with social distancing/reduced seating/enhanced sanitation,Open with limitations,3,In effect,9/15/2020,9/15/2020,"Cal. County Tier Assessment (Sept. 21, 2020)"
Butte County,7,9/20/2020 0:00,Restaurants,Open with social distancing/reduced seating/enhanced sanitation,Open with limitations,3,In effect,9/15/2020,9/15/2020,"Cal. County Tier Assessment (Sept. 21, 2020)"
Butte County,7,9/21/2020 0:00,Restaurants,Open with social distancing/reduced seating/enhanced sanitation,Open with limitations,3,In effect,9/15/2020,9/15/2020,"Cal. County Tier Assessment (Sept. 21, 2020)"
Butte County,7,9/22/2020 0:00,Restaurants,Open with social distancing/reduced seating/enhanced sanitation,Open with limitations,3,In effect,9/22/2020,9/22/2020,"Cal. County Tier Assessment (Sept. 21, 2020)"
Butte County,7,9/23/2020 0:00,Restaurants,Open with social distancing/reduced seating/enhanced sanitation,Open with limitations,3,In effect,9/22/2020,9/22/2020,"Cal. County Tier Assessment (Sept. 21, 2020)"
Butte County,7,9/24/2020 0:00,Restaurants,Open with social distancing/reduced seating/enhanced sanitation,Open with limitations,3,In effect,9/22/2020,9/22/2020,"Cal. County Tier Assessment (Sept. 21, 2020)"
Butte County,7,9/25/2020 0:00,Restaurants,Open with social distancing/reduced seating/enhanced sanitation,Open with limitations,3,In effect,9/22/2020,9/22/2020,"Cal. County Tier Assessment (Sept. 21, 2020)"
Butte County,7,9/26/2020 0:00,Restaurants,Open with social distancing/reduced seating/enhanced sanitation,Open with limitations,3,In effect,9/22/2020,9/22/2020,"Cal. County Tier Assessment (Sept. 21, 2020)"
Butte County,7,9/27/2020 0:00,Restaurants,Open with social distancing/reduced seating/enhanced sanitation,Open with limitations,3,In effect,9/22/2020,9/22/2020,"Cal. County Tier Assessment (Sept. 21, 2020)"
Butte County,7,9/28/2020 0:00,Restaurants,Open with social distancing/reduced seating/enhanced sanitation,Open with limitations,3,In effect,9/22/2020,9/22/2020,"Cal. County Tier Assessment (Sept. 21, 2020)"
Butte County,7,9/29/2020 0:00,Restaurants,Open with social distancing/reduced seating/enhanced sanitation,Open with limitations,3,In effect,9/29/2020,9/29/2020,"Cal. County Tier Assesssment (Sept. 28, 2020)"
Butte County,7,9/30/2020 0:00,Restaurants,Open with social distancing/reduced seating/enhanced sanitation,Open with limitations,3,In effect,9/29/2020,9/29/2020,"Cal. County Tier Assesssment (Sept. 28, 2020)"
Butte County,7,10/1/2020 0:00,Restaurants,Open with social distancing/reduced seating/enhanced sanitation,Open with limitations,3,In effect,9/29/2020,9/29/2020,"Cal. County Tier Assesssment (Sept. 28, 2020)"
Butte County,7,10/2/2020 0:00,Restaurants,Open with social distancing/reduced seating/enhanced sanitation,Open with limitations,3,In effect,9/29/2020,9/29/2020,"Cal. County Tier Assesssment (Sept. 28, 2020)"
Butte County,7,10/3/2020 0:00,Restaurants,Open with social distancing/reduced seating/enhanced sanitation,Open with limitations,3,In effect,9/29/2020,9/29/2020,"Cal. County Tier Assesssment (Sept. 28, 2020)"
Butte County,7,10/4/2020 0:00,Restaurants,Open with social distancing/reduced seating/enhanced sanitation,Open with limitations,3,In effect,9/29/2020,9/29/2020,"Cal. County Tier Assesssment (Sept. 28, 2020)"
Butte County,7,10/5/2020 0:00,Restaurants,Open with social distancing/reduced seating/enhanced sanitation,Open with limitations,3,In effect,9/29/2020,9/29/2020,"Cal. County Tier Assesssment (Sept. 28, 2020)"
Butte County,7,10/6/2020 0:00,Restaurants,Open with social distancing/reduced seating/enhanced sanitation,Open with limitations,3,In effect,10/6/2020,10/6/2020,"Cal. County Tier Assesssment (Oct. 6, 2020)"
Butte County,7,10/7/2020 0:00,Restaurants,Open with social distancing/reduced seating/enhanced sanitation,Open with limitations,3,In effect,10/6/2020,10/6/2020,"Cal. County Tier Assesssment (Oct. 6, 2020)"
Butte County,7,10/8/2020 0:00,Restaurants,Open with social distancing/reduced seating/enhanced sanitation,Open with limitations,3,In effect,10/6/2020,10/6/2020,"Cal. County Tier Assesssment (Oct. 6, 2020)"
Butte County,7,10/9/2020 0:00,Restaurants,Open with social distancing/reduced seating/enhanced sanitation,Open with limitations,3,In effect,10/6/2020,10/6/2020,"Cal. County Tier Assesssment (Oct. 6, 2020)"
Butte County,7,10/10/2020 0:00,Restaurants,Open with social distancing/reduced seating/enhanced sanitation,Open with limitations,3,In effect,10/6/2020,10/6/2020,"Cal. County Tier Assesssment (Oct. 6, 2020)"
Butte County,7,10/11/2020 0:00,Restaurants,Open with social distancing/reduced seating/enhanced sanitation,Open with limitations,3,In effect,10/6/2020,10/6/2020,"Cal. County Tier Assesssment (Oct. 6, 2020)"
Butte County,7,10/12/2020 0:00,Restaurants,Open with social distancing/reduced seating/enhanced sanitation,Open with limitations,3,In effect,10/6/2020,10/6/2020,"Cal. County Tier Assesssment (Oct. 6, 2020)"
Butte County,7,10/13/2020 0:00,Restaurants,Open with social distancing/reduced seating/enhanced sanitation,Open with limitations,3,In effect,10/6/2020,10/6/2020,"Cal. County Tier Assesssment (Oct. 6, 2020)"
Butte County,7,10/14/2020 0:00,Restaurants,Open with social distancing/reduced seating/enhanced sanitation,Open with limitations,3,In effect,10/14/2020,10/13/2020,"Cal. County Tier Assessment (Oct. 12, 2020)"
Butte County,7,10/15/2020 0:00,Restaurants,Open with social distancing/reduced seating/enhanced sanitation,Open with limitations,3,In effect,10/14/2020,10/13/2020,"Cal. County Tier Assessment (Oct. 12, 2020)"
Butte County,7,10/16/2020 0:00,Restaurants,Open with social distancing/reduced seating/enhanced sanitation,Open with limitations,3,In effect,10/14/2020,10/13/2020,"Cal. County Tier Assessment (Oct. 12, 2020)"
Butte County,7,10/17/2020 0:00,Restaurants,Open with social distancing/reduced seating/enhanced sanitation,Open with limitations,3,In effect,10/14/2020,10/13/2020,"Cal. County Tier Assessment (Oct. 12, 2020)"
Butte County,7,10/18/2020 0:00,Restaurants,Open with social distancing/reduced seating/enhanced sanitation,Open with limitations,3,In effect,10/14/2020,10/13/2020,"Cal. County Tier Assessment (Oct. 12, 2020)"
Butte County,7,10/19/2020 0:00,Restaurants,Open with social distancing/reduced seating/enhanced sanitation,Open with limitations,3,In effect,10/14/2020,10/13/2020,"Cal. County Tier Assessment (Oct. 12, 2020)"
Butte County,7,10/20/2020 0:00,Restaurants,Open with social distancing/reduced seating/enhanced sanitation,Open with limitations,3,In effect,10/14/2020,10/13/2020,"Cal. County Tier Assessment (Oct. 12, 2020)"
Butte County,7,10/21/2020 0:00,Restaurants,Open with social distancing/reduced seating/enhanced sanitation,Open with limitations,3,In effect,10/21/2020,10/20/2020,"Cal. County Tier Assesssment (Oct. 19, 2020)"
Butte County,7,10/22/2020 0:00,Restaurants,Open with social distancing/reduced seating/enhanced sanitation,Open with limitations,3,In effect,10/21/2020,10/20/2020,"Cal. County Tier Assesssment (Oct. 19, 2020)"
Butte County,7,10/23/2020 0:00,Restaurants,Open with social distancing/reduced seating/enhanced sanitation,Open with limitations,3,In effect,10/21/2020,10/20/2020,"Cal. County Tier Assesssment (Oct. 19, 2020)"
Butte County,7,10/24/2020 0:00,Restaurants,Open with social distancing/reduced seating/enhanced sanitation,Open with limitations,3,In effect,10/21/2020,10/20/2020,"Cal. County Tier Assesssment (Oct. 19, 2020)"
Butte County,7,10/25/2020 0:00,Restaurants,Open with social distancing/reduced seating/enhanced sanitation,Open with limitations,3,In effect,10/21/2020,10/20/2020,"Cal. County Tier Assesssment (Oct. 19, 2020)"
Butte County,7,10/26/2020 0:00,Restaurants,Open with social distancing/reduced seating/enhanced sanitation,Open with limitations,3,In effect,10/21/2020,10/20/2020,"Cal. County Tier Assesssment (Oct. 19, 2020)"
Butte County,7,10/27/2020 0:00,Restaurants,Open with social distancing/reduced seating/enhanced sanitation,Open with limitations,3,In effect,10/21/2020,10/20/2020,"Cal. County Tier Assesssment (Oct. 19, 2020)"
Butte County,7,10/28/2020 0:00,Restaurants,Open with social distancing/reduced seating/enhanced sanitation,Open with limitations,3,In effect,10/28/2020,10/27/2020,"Cal. County Tier Assesssment (Oct. 27, 2020)"
Butte County,7,10/29/2020 0:00,Restaurants,Open with social distancing/reduced seating/enhanced sanitation,Open with limitations,3,In effect,10/28/2020,10/27/2020,"Cal. County Tier Assesssment (Oct. 27, 2020)"
Butte County,7,10/30/2020 0:00,Restaurants,Open with social distancing/reduced seating/enhanced sanitation,Open with limitations,3,In effect,10/28/2020,10/27/2020,"Cal. County Tier Assesssment (Oct. 27, 2020)"
Butte County,7,10/31/2020 0:00,Restaurants,Open with social distancing/reduced seating/enhanced sanitation,Open with limitations,3,In effect,10/28/2020,10/27/2020,"Cal. County Tier Assesssment (Oct. 27, 2020)"
Butte County,7,11/1/2020 0:00,Restaurants,Open with social distancing/reduced seating/enhanced sanitation,Open with limitations,3,In effect,10/28/2020,10/27/2020,"Cal. County Tier Assesssment (Oct. 27, 2020)"
Butte County,7,11/2/2020 0:00,Restaurants,Open with social distancing/reduced seating/enhanced sanitation,Open with limitations,3,In effect,10/28/2020,10/27/2020,"Cal. County Tier Assesssment (Oct. 27, 2020)"
Butte County,7,11/3/2020 0:00,Restaurants,Open with social distancing/reduced seating/enhanced sanitation,Open with limitations,3,In effect,10/28/2020,10/27/2020,"Cal. County Tier Assesssment (Oct. 27, 2020)"
Butte County,7,11/4/2020 0:00,Restaurants,Open with social distancing/reduced seating/enhanced sanitation,Open with limitations,3,In effect,11/4/2020,11/3/2020,"Cal. County Tier Assesssment (Nov. 4, 2020)"
Butte County,7,11/5/2020 0:00,Restaurants,Open with social distancing/reduced seating/enhanced sanitation,Open with limitations,3,In effect,11/4/2020,11/3/2020,"Cal. County Tier Assesssment (Nov. 4, 2020)"
Butte County,7,11/6/2020 0:00,Restaurants,Open with social distancing/reduced seating/enhanced sanitation,Open with limitations,3,In effect,11/4/2020,11/3/2020,"Cal. County Tier Assesssment (Nov. 4, 2020)"
Butte County,7,11/7/2020 0:00,Restaurants,Open with social distancing/reduced seating/enhanced sanitation,Open with limitations,3,In effect,11/4/2020,11/3/2020,"Cal. County Tier Assesssment (Nov. 4, 2020)"
Butte County,7,11/8/2020 0:00,Restaurants,Open with social distancing/reduced seating/enhanced sanitation,Open with limitations,3,In effect,11/4/2020,11/3/2020,"Cal. County Tier Assesssment (Nov. 4, 2020)"
Butte County,7,11/9/2020 0:00,Restaurants,Open with social distancing/reduced seating/enhanced sanitation,Open with limitations,3,In effect,11/4/2020,11/3/2020,"Cal. County Tier Assesssment (Nov. 4, 2020)"
Butte County,7,11/10/2020 0:00,Restaurants,Open with social distancing/reduced seating/enhanced sanitation,Open with limitations,3,In effect,11/4/2020,11/3/2020,"Cal. County Tier Assesssment (Nov. 4, 2020)"
Butte County,7,11/11/2020 0:00,Restaurants,Open with social distancing/reduced seating/enhanced sanitation,Open with limitations,3,In effect,11/11/2020,11/10/2020,Cal. County Tier Assesssment (Nov. 11 2020)
Butte County,7,11/12/2020 0:00,Restaurants,Open with social distancing/reduced seating/enhanced sanitation,Open with limitations,3,In effect,11/11/2020,11/10/2020,Cal. County Tier Assesssment (Nov. 11 2020)
Butte County,7,11/13/2020 0:00,Restaurants,Open with social distancing/reduced seating/enhanced sanitation,Open with limitations,3,In effect,11/11/2020,11/10/2020,Cal. County Tier Assesssment (Nov. 11 2020)
Butte County,7,11/14/2020 0:00,Restaurants,Open with social distancing/reduced seating/enhanced sanitation,Open with limitations,3,In effect,11/11/2020,11/10/2020,Cal. County Tier Assesssment (Nov. 11 2020)
Butte County,7,11/15/2020 0:00,Restaurants,Open with social distancing/reduced seating/enhanced sanitation,Open with limitations,3,In effect,11/11/2020,11/10/2020,Cal. County Tier Assesssment (Nov. 11 2020)
Butte County,7,11/16/2020 0:00,Restaurants,Open with social distancing/reduced seating/enhanced sanitation,Open with limitations,3,In effect,11/11/2020,11/10/2020,Cal. County Tier Assesssment (Nov. 11 2020)
Butte County,7,11/17/2020 0:00,Restaurants,Open with social distancing/reduced seating/enhanced sanitation,Open with limitations,3,In effect,11/11/2020,11/10/2020,Cal. County Tier Assesssment (Nov. 11 2020)
Butte County,7,11/18/2020 0:00,Restaurants,Open with social distancing/reduced seating/enhanced sanitation,Open with limitations,3,In effect,11/11/2020,11/10/2020,Cal. County Tier Assesssment (Nov. 11 2020)
Butte County,7,11/19/2020 0:00,Restaurants,Open with social distancing/reduced seating/enhanced sanitation,Open with limitations,3,In effect,11/11/2020,11/10/2020,Cal. County Tier Assesssment (Nov. 11 2020)
Butte County,7,11/20/2020 0:00,Restaurants,Open with social distancing/reduced seating/enhanced sanitation,Open with limitations,3,In effect,11/11/2020,11/10/2020,Cal. County Tier Assesssment (Nov. 11 2020)
Butte County,7,11/21/2020 0:00,Restaurants,Open with social distancing/reduced seating/enhanced sanitation,Open with limitations,3,In effect,11/11/2020,11/10/2020,Cal. County Tier Assesssment (Nov. 11 2020)
Butte County,7,11/22/2020 0:00,Restaurants,Open with social distancing/reduced seating/enhanced sanitation,Open with limitations,3,In effect,11/11/2020,11/10/2020,Cal. County Tier Assesssment (Nov. 11 2020)
Butte County,7,11/23/2020 0:00,Restaurants,Open with social distancing/reduced seating/enhanced sanitation,Open with limitations,3,In effect,11/11/2020,11/10/2020,Cal. County Tier Assesssment (Nov. 11 2020)
Butte County,7,11/24/2020 0:00,Restaurants,Open with social distancing/reduced seating/enhanced sanitation,Open with limitations,3,In effect,11/11/2020,11/10/2020,Cal. County Tier Assesssment (Nov. 11 2020)
Butte County,7,11/25/2020 0:00,Restaurants,Open with social distancing/reduced seating/enhanced sanitation,Open with limitations,3,In effect,11/25/2020,11/24/2020,"Cal. County Tier Assessment (Nov. 24, 2020)"
Butte County,7,11/26/2020 0:00,Restaurants,Open with social distancing/reduced seating/enhanced sanitation,Open with limitations,3,In effect,11/25/2020,11/24/2020,"Cal. County Tier Assessment (Nov. 24, 2020)"
Butte County,7,11/27/2020 0:00,Restaurants,Open with social distancing/reduced seating/enhanced sanitation,Open with limitations,3,In effect,11/25/2020,11/24/2020,"Cal. County Tier Assessment (Nov. 24, 2020)"
Butte County,7,11/28/2020 0:00,Restaurants,Open with social distancing/reduced seating/enhanced sanitation,Open with limitations,3,In effect,11/25/2020,11/24/2020,"Cal. County Tier Assessment (Nov. 24, 2020)"
Butte County,7,11/29/2020 0:00,Restaurants,Open with social distancing/reduced seating/enhanced sanitation,Open with limitations,3,In effect,11/29/2020,11/28/2020,"Cal. County Tier Assessment (Nov. 28, 2020)"
Butte County,7,11/30/2020 0:00,Restaurants,Open with social distancing/reduced seating/enhanced sanitation,Open with limitations,3,In effect,11/29/2020,11/28/2020,"Cal. County Tier Assessment (Nov. 28, 2020)"
Butte County,7,12/1/2020 0:00,Restaurants,Open with social distancing/reduced seating/enhanced sanitation,Open with limitations,3,In effect,11/29/2020,11/28/2020,"Cal. County Tier Assessment (Nov. 28, 2020)"
Butte County,7,12/2/2020 0:00,Restaurants,Open with social distancing/reduced seating/enhanced sanitation,Open with limitations,3,In effect,12/2/2020,12/1/2020,"Cal. County Tier Assessment  (Dec. 1, 2020)"
Butte County,7,12/3/2020 0:00,Restaurants,Open with social distancing/reduced seating/enhanced sanitation,Open with limitations,3,In effect,12/2/2020,12/1/2020,"Cal. County Tier Assessment  (Dec. 1, 2020)"
Butte County,7,12/4/2020 0:00,Restaurants,Open with social distancing/reduced seating/enhanced sanitation,Open with limitations,3,In effect,12/2/2020,12/1/2020,"Cal. County Tier Assessment  (Dec. 1, 2020)"
Butte County,7,12/5/2020 0:00,Restaurants,Open with social distancing/reduced seating/enhanced sanitation,Open with limitations,3,In effect,12/2/2020,12/1/2020,"Cal. County Tier Assessment  (Dec. 1, 2020)"
Butte County,7,12/6/2020 0:00,Restaurants,Open with social distancing/reduced seating/enhanced sanitation,Open with limitations,3,In effect,12/6/2020,12/5/2020,"Cal. Regional Stay at Home (Dec. 5, 2020)"
Butte County,7,12/7/2020 0:00,Restaurants,Open with social distancing/reduced seating/enhanced sanitation,Open with limitations,3,In effect,12/6/2020,12/5/2020,"Cal. Regional Stay at Home (Dec. 5, 2020)"
Butte County,7,12/8/2020 0:00,Restaurants,Open with social distancing/reduced seating/enhanced sanitation,Open with limitations,3,In effect,12/6/2020,12/5/2020,"Cal. Regional Stay at Home (Dec. 5, 2020)"
Butte County,7,12/9/2020 0:00,Restaurants,Open with social distancing/reduced seating/enhanced sanitation,Open with limitations,3,In effect,12/9/2020,12/8/2020,"Cal. County Tier Assessment (Dec. 8, 2020)"
Butte County,7,12/10/2020 0:00,Restaurants,Open with social distancing/reduced seating/enhanced sanitation,Open with limitations,3,In effect,12/9/2020,12/8/2020,"Cal. County Tier Assessment (Dec. 8, 2020)"
Butte County,7,12/11/2020 0:00,Restaurants,Curbside/carryout/delivery only,Curbside/delivery only,4,In effect,12/11/2020,12/10/2020,"Cal. Press Release (Dec. 10, 2020)"
Butte County,7,12/12/2020 0:00,Restaurants,Curbside/carryout/delivery only,Curbside/delivery only,4,In effect,12/11/2020,12/10/2020,"Cal. Press Release (Dec. 10, 2020)"
Butte County,7,12/13/2020 0:00,Restaurants,Curbside/carryout/delivery only,Curbside/delivery only,4,In effect,12/11/2020,12/10/2020,"Cal. Press Release (Dec. 10, 2020)"
Butte County,7,12/14/2020 0:00,Restaurants,Curbside/carryout/delivery only,Curbside/delivery only,4,In effect,12/11/2020,12/10/2020,"Cal. Press Release (Dec. 10, 2020)"
Butte County,7,12/15/2020 0:00,Restaurants,Curbside/carryout/delivery only,Curbside/delivery only,4,In effect,12/11/2020,12/10/2020,"Cal. Press Release (Dec. 10, 2020)"
Butte County,7,12/16/2020 0:00,Restaurants,Curbside/carryout/delivery only,Curbside/delivery only,4,In effect,12/16/2020,12/15/2020,"Cal. County Tier Assessment (Dec. 15, 2020)"
Butte County,7,12/17/2020 0:00,Restaurants,Curbside/carryout/delivery only,Curbside/delivery only,4,In effect,12/17/2020,12/16/2020,"Cal. Press Release (Dec. 16, 2020)"
Butte County,7,12/18/2020 0:00,Restaurants,Curbside/carryout/delivery only,Curbside/delivery only,4,In effect,12/17/2020,12/16/2020,"Cal. Press Release (Dec. 16, 2020)"
Butte County,7,12/19/2020 0:00,Restaurants,Curbside/carryout/delivery only,Curbside/delivery only,4,In effect,12/17/2020,12/16/2020,"Cal. Press Release (Dec. 16, 2020)"
Butte County,7,12/20/2020 0:00,Restaurants,Curbside/carryout/delivery only,Curbside/delivery only,4,In effect,12/17/2020,12/16/2020,"Cal. Press Release (Dec. 16, 2020)"
Butte County,7,12/21/2020 0:00,Restaurants,Curbside/carryout/delivery only,Curbside/delivery only,4,In effect,12/17/2020,12/16/2020,"Cal. Press Release (Dec. 16, 2020)"
Butte County,7,12/22/2020 0:00,Restaurants,Curbside/carryout/delivery only,Curbside/delivery only,4,In effect,12/17/2020,12/16/2020,"Cal. Press Release (Dec. 16, 2020)"
